"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"01/09/2025";"1000";"14,1";"14,1";"13,8";"90,0";"90,0";"87,0";"12,5";"12,5";"12,0";"906,4";"906,7";"906,1";"7,9";"59,0";"11,7";"20,10";"0,0"
"01/09/2025";"1100";"15,4";"15,4";"14,1";"86,0";"90,0";"86,0";"13,0";"13,0";"12,5";"906,7";"906,7";"906,1";"8,8";"57,0";"15,3";"455,50";"0,0"
"01/09/2025";"1200";"16,1";"16,2";"15,4";"80,0";"86,0";"80,0";"12,7";"13,2";"12,7";"907,1";"907,2";"906,6";"10,4";"58,0";"15,9";"637,00";"0,0"
"01/09/2025";"1300";"17,3";"17,4";"16,1";"76,0";"82,0";"76,0";"13,0";"13,7";"12,8";"907,6";"907,6";"906,9";"9,3";"51,0";"15,9";"1130,10";"0,0"
"01/09/2025";"1400";"18,2";"18,4";"17,3";"72,0";"77,0";"72,0";"13,2";"13,8";"12,9";"908,0";"908,1";"907,5";"9,1";"51,0";"15,2";"1372,40";"0,0"
"01/09/2025";"1500";"18,9";"18,9";"18,2";"71,0";"75,0";"69,0";"13,5";"14,0";"12,9";"907,9";"908,4";"907,8";"8,6";"22,0";"15,2";"1559,70";"0,0"
"01/09/2025";"1600";"20,0";"20,4";"18,7";"67,0";"73,0";"66,0";"13,7";"14,8";"13,1";"907,7";"908,1";"907,6";"6,3";"26,0";"14,5";"1912,70";"0,0"
"01/09/2025";"1700";"20,7";"20,7";"19,2";"66,0";"72,0";"65,0";"14,1";"15,1";"13,2";"907,4";"907,8";"907,3";"6,1";"26,0";"12,4";"1983,80";"0,0"
"01/09/2025";"1800";"20,4";"21,5";"20,1";"63,0";"67,0";"60,0";"13,1";"14,7";"12,9";"907,0";"907,4";"907,0";"5,6";"20,0";"9,7";"2057,50";"0,0"
"01/09/2025";"1900";"20,0";"21,0";"19,9";"66,0";"70,0";"60,0";"13,5";"14,1";"12,4";"906,6";"907,0";"906,4";"4,8";"46,0";"10,5";"1086,20";"0,0"
"01/09/2025";"2000";"19,9";"20,7";"19,8";"68,0";"69,0";"63,0";"13,9";"14,2";"13,0";"906,5";"906,6";"906,4";"5,0";"55,0";"9,6";"880,00";"0,0"
"01/09/2025";"2100";"17,7";"20,0";"17,6";"82,0";"82,0";"67,0";"14,5";"14,5";"13,6";"906,8";"906,8";"906,4";"5,4";"79,0";"8,2";"230,20";"0,0"
"01/09/2025";"2200";"16,4";"17,7";"16,4";"87,0";"87,0";"81,0";"14,2";"14,5";"14,2";"906,9";"906,9";"906,8";"6,1";"88,0";"9,6";"0,40";"0,0"
"01/09/2025";"2300";"15,8";"16,4";"15,8";"89,0";"89,0";"87,0";"13,9";"14,2";"13,9";"907,2";"907,2";"906,9";"8,3";"75,0";"13,7";"";"0,0"
"02/09/2025";"0000";"15,6";"15,9";"15,5";"89,0";"90,0";"89,0";"13,8";"14,0";"13,7";"907,2";"907,2";"907,0";"8,2";"69,0";"13,9";"";"0,0"
"02/09/2025";"0100";"15,5";"15,7";"15,4";"87,0";"89,0";"87,0";"13,4";"13,8";"13,4";"907,5";"907,5";"907,1";"7,6";"79,0";"13,8";"";"0,0"
"02/09/2025";"0200";"15,6";"15,7";"15,4";"86,0";"87,0";"85,0";"13,2";"13,4";"13,1";"907,6";"907,7";"907,2";"7,4";"67,0";"14,4";"";"0,0"
"02/09/2025";"0300";"15,5";"15,7";"15,5";"85,0";"86,0";"84,0";"13,0";"13,3";"13,0";"907,6";"907,7";"907,4";"8,6";"68,0";"16,2";"";"0,0"
"02/09/2025";"0400";"15,4";"15,6";"15,4";"84,0";"85,0";"83,0";"12,7";"13,0";"12,7";"907,5";"907,7";"907,5";"8,2";"66,0";"14,1";"";"0,0"
"02/09/2025";"0500";"15,1";"15,5";"15,1";"85,0";"86,0";"83,0";"12,6";"12,8";"12,5";"907,1";"907,5";"907,0";"7,5";"71,0";"12,1";"";"0,0"
"02/09/2025";"0600";"15,2";"15,2";"15,0";"83,0";"85,0";"83,0";"12,3";"12,6";"12,3";"907,0";"907,3";"906,9";"8,4";"62,0";"12,9";"";"0,0"
"02/09/2025";"0700";"15,1";"15,2";"15,0";"82,0";"84,0";"82,0";"12,1";"12,3";"12,1";"906,8";"907,1";"906,8";"6,9";"49,0";"12,9";"";"0,0"
"02/09/2025";"0800";"14,8";"15,2";"14,7";"85,0";"85,0";"82,0";"12,2";"12,3";"12,1";"906,3";"906,8";"906,3";"6,6";"70,0";"10,7";"";"0,0"
"02/09/2025";"0900";"14,6";"14,8";"14,5";"86,0";"87,0";"85,0";"12,3";"12,4";"12,2";"906,7";"906,8";"906,1";"6,5";"60,0";"11,3";"";"0,0"
"02/09/2025";"1000";"14,6";"14,7";"14,6";"85,0";"86,0";"84,0";"12,1";"12,3";"12,1";"907,2";"907,2";"906,6";"7,3";"60,0";"11,7";"10,50";"0,0"
"02/09/2025";"1100";"14,5";"14,6";"14,5";"87,0";"87,0";"85,0";"12,4";"12,4";"12,1";"907,4";"907,7";"907,2";"7,4";"75,0";"11,0";"74,50";"0,0"
"02/09/2025";"1200";"15,6";"15,6";"14,5";"85,0";"88,0";"84,0";"13,1";"13,2";"12,4";"907,7";"907,7";"907,2";"7,9";"66,0";"11,9";"638,70";"0,0"
"02/09/2025";"1300";"16,9";"17,3";"15,6";"81,0";"85,0";"79,0";"13,7";"14,1";"12,9";"907,9";"907,9";"907,7";"7,9";"62,0";"12,6";"1553,70";"0,0"
"02/09/2025";"1400";"18,4";"18,6";"16,9";"73,0";"81,0";"73,0";"13,5";"14,0";"13,1";"907,8";"907,9";"907,6";"6,8";"47,0";"12,1";"1423,30";"0,0"
"02/09/2025";"1500";"18,2";"18,7";"18,0";"74,0";"76,0";"72,0";"13,5";"14,2";"13,2";"907,3";"907,8";"907,3";"5,9";"32,0";"12,1";"987,30";"0,0"
"02/09/2025";"1600";"17,8";"18,5";"17,8";"76,0";"77,0";"73,0";"13,4";"14,4";"13,3";"906,8";"907,3";"906,8";"5,1";"27,0";"9,9";"722,00";"0,0"
"02/09/2025";"1700";"16,8";"17,8";"16,3";"90,0";"90,0";"76,0";"15,0";"15,1";"13,5";"906,5";"906,8";"906,2";"2,6";"91,0";"7,8";"363,30";"1,8"
"02/09/2025";"1800";"16,3";"16,9";"16,3";"93,0";"93,0";"88,0";"15,1";"15,2";"14,7";"905,7";"906,6";"905,7";"4,6";"79,0";"7,5";"260,40";"0,4"
"02/09/2025";"1900";"17,6";"17,6";"16,3";"87,0";"93,0";"87,0";"15,3";"16,1";"15,1";"905,2";"905,7";"905,2";"6,7";"81,0";"9,5";"910,70";"0,2"
"02/09/2025";"2000";"18,1";"18,2";"17,6";"81,0";"88,0";"80,0";"14,8";"15,7";"14,7";"904,8";"905,2";"904,8";"6,7";"60,0";"9,9";"1310,00";"0,2"
"02/09/2025";"2100";"17,1";"18,1";"17,1";"85,0";"85,0";"81,0";"14,6";"15,1";"14,6";"904,9";"905,0";"904,8";"5,9";"58,0";"9,3";"320,10";"0,0"
"02/09/2025";"2200";"15,8";"17,1";"15,8";"92,0";"92,0";"85,0";"14,5";"14,7";"14,5";"905,1";"905,1";"904,8";"4,5";"74,0";"8,6";"3,50";"0,0"
"02/09/2025";"2300";"15,5";"15,8";"15,4";"96,0";"96,0";"92,0";"14,8";"14,9";"14,5";"905,4";"905,4";"905,1";"3,9";"94,0";"5,8";"";"0,0"
"03/09/2025";"0000";"15,4";"15,6";"15,3";"96,0";"97,0";"96,0";"14,8";"15,0";"14,8";"905,7";"905,8";"905,4";"4,8";"85,0";"7,1";"";"0,0"
"03/09/2025";"0100";"15,9";"15,9";"15,4";"94,0";"96,0";"94,0";"15,0";"15,0";"14,8";"905,3";"905,9";"905,3";"7,4";"79,0";"10,4";"";"0,0"
"03/09/2025";"0200";"16,3";"16,3";"15,9";"94,0";"95,0";"94,0";"15,3";"15,3";"15,0";"905,0";"905,4";"905,0";"7,6";"78,0";"12,1";"";"0,0"
"03/09/2025";"0300";"16,4";"16,4";"16,3";"93,0";"94,0";"93,0";"15,3";"15,3";"15,2";"904,6";"905,0";"904,5";"7,3";"59,0";"11,4";"";"0,0"
"03/09/2025";"0400";"16,3";"16,4";"16,2";"92,0";"93,0";"92,0";"15,0";"15,3";"15,0";"904,1";"904,6";"904,1";"6,2";"56,0";"10,8";"";"0,0"
"03/09/2025";"0500";"16,4";"16,5";"16,3";"90,0";"92,0";"90,0";"14,8";"15,0";"14,8";"903,9";"904,1";"903,7";"6,2";"49,0";"10,3";"";"0,0"
"03/09/2025";"0600";"16,3";"16,5";"16,3";"89,0";"90,0";"89,0";"14,5";"14,8";"14,5";"903,7";"904,0";"903,5";"6,8";"44,0";"11,5";"";"0,0"
"03/09/2025";"0700";"15,9";"16,4";"15,9";"90,0";"91,0";"89,0";"14,4";"14,6";"14,4";"903,2";"903,8";"903,2";"6,4";"48,0";"11,6";"";"0,0"
"03/09/2025";"0800";"15,7";"16,0";"15,7";"91,0";"92,0";"90,0";"14,2";"14,5";"14,2";"903,0";"903,2";"903,0";"7,5";"51,0";"10,7";"";"0,0"
"03/09/2025";"0900";"15,3";"15,7";"15,3";"91,0";"92,0";"91,0";"13,9";"14,3";"13,8";"903,8";"903,8";"902,9";"5,1";"52,0";"10,7";"";"0,0"
"03/09/2025";"1000";"15,0";"15,3";"15,0";"92,0";"92,0";"91,0";"13,6";"13,9";"13,6";"904,0";"904,1";"903,8";"5,9";"57,0";"8,6";"10,30";"0,0"
"03/09/2025";"1100";"16,3";"16,3";"14,9";"85,0";"92,0";"85,0";"13,8";"13,9";"13,6";"903,6";"904,2";"903,5";"7,7";"44,0";"11,7";"422,00";"0,0"
"03/09/2025";"1200";"18,4";"18,6";"16,1";"80,0";"86,0";"78,0";"14,8";"15,3";"13,6";"904,5";"904,6";"903,6";"4,6";"68,0";"11,6";"1147,50";"0,0"
"03/09/2025";"1300";"20,2";"20,3";"18,3";"74,0";"81,0";"73,0";"15,5";"16,2";"14,4";"904,6";"904,7";"904,5";"4,5";"51,0";"7,8";"1893,70";"0,0"
"03/09/2025";"1400";"21,5";"21,5";"20,0";"69,0";"76,0";"66,0";"15,7";"16,0";"14,6";"904,4";"904,6";"904,4";"5,4";"28,0";"9,6";"2401,00";"0,0"
"03/09/2025";"1500";"22,2";"22,2";"21,2";"65,0";"70,0";"63,0";"15,2";"15,9";"14,4";"903,5";"904,4";"903,5";"6,4";"42,0";"9,6";"2243,90";"0,0"
"03/09/2025";"1600";"23,3";"23,4";"22,1";"57,0";"66,0";"57,0";"14,3";"16,0";"14,3";"902,4";"903,5";"902,4";"5,5";"14,0";"9,6";"2226,50";"0,0"
"03/09/2025";"1700";"23,1";"23,8";"23,1";"60,0";"61,0";"55,0";"14,9";"15,6";"14,3";"901,6";"902,4";"901,6";"5,7";"12,0";"9,4";"2215,40";"0,0"
"03/09/2025";"1800";"23,5";"23,5";"23,1";"58,0";"64,0";"58,0";"14,9";"16,1";"14,7";"901,1";"901,6";"901,1";"4,8";"11,0";"9,4";"1514,30";"0,0"
"03/09/2025";"1900";"24,2";"24,2";"23,3";"61,0";"63,0";"58,0";"16,3";"16,5";"15,0";"900,7";"901,1";"900,7";"4,5";"29,0";"8,8";"1475,50";"0,0"
"03/09/2025";"2000";"23,3";"24,4";"23,3";"66,0";"66,0";"59,0";"16,7";"17,0";"15,7";"900,8";"900,8";"900,6";"4,3";"39,0";"7,6";"979,40";"0,0"
"03/09/2025";"2100";"22,1";"23,3";"22,1";"69,0";"70,0";"65,0";"16,2";"16,7";"16,2";"901,1";"901,1";"900,7";"4,7";"36,0";"7,0";"308,80";"0,0"
"03/09/2025";"2200";"20,6";"22,1";"20,6";"74,0";"74,0";"69,0";"15,8";"16,2";"15,8";"901,4";"901,4";"901,1";"4,7";"43,0";"7,2";"2,40";"0,0"
"03/09/2025";"2300";"20,0";"20,9";"20,0";"74,0";"74,0";"71,0";"15,3";"15,8";"15,3";"901,3";"901,4";"901,3";"4,6";"60,0";"6,9";"";"0,0"
"04/09/2025";"0000";"20,6";"20,7";"20,0";"68,0";"74,0";"68,0";"14,5";"15,3";"14,4";"901,9";"901,9";"901,3";"4,3";"39,0";"7,4";"";"0,0"
"04/09/2025";"0100";"21,2";"21,4";"20,6";"65,0";"68,0";"65,0";"14,4";"14,5";"14,4";"901,9";"902,1";"901,9";"5,8";"15,0";"9,4";"";"0,0"
"04/09/2025";"0200";"20,8";"21,4";"20,7";"67,0";"67,0";"64,0";"14,4";"14,4";"14,3";"902,0";"902,0";"901,7";"5,2";"14,0";"10,8";"";"0,0"
"04/09/2025";"0300";"20,6";"20,9";"20,5";"66,0";"67,0";"65,0";"14,0";"14,4";"14,0";"901,4";"902,0";"901,4";"5,1";"10,0";"10,0";"";"0,0"
"04/09/2025";"0400";"20,7";"21,0";"20,6";"64,0";"66,0";"63,0";"13,6";"14,0";"13,6";"901,0";"901,4";"900,8";"6,3";"7,0";"11,0";"";"0,0"
"04/09/2025";"0500";"20,4";"20,9";"20,2";"66,0";"67,0";"63,0";"13,9";"13,9";"13,6";"900,9";"901,1";"900,9";"5,7";"10,0";"9,8";"";"0,0"
"04/09/2025";"0600";"20,1";"20,6";"20,0";"66,0";"67,0";"65,0";"13,7";"13,9";"13,7";"900,2";"900,9";"900,2";"6,1";"13,0";"10,6";"";"0,0"
"04/09/2025";"0700";"20,0";"20,3";"20,0";"65,0";"67,0";"64,0";"13,1";"13,7";"13,1";"899,7";"900,2";"899,6";"6,4";"9,0";"11,3";"";"0,0"
"04/09/2025";"0800";"19,8";"20,2";"19,6";"64,0";"66,0";"64,0";"12,8";"13,2";"12,8";"899,1";"899,7";"899,1";"7,1";"6,0";"11,0";"";"0,0"
"04/09/2025";"0900";"19,7";"20,0";"19,5";"64,0";"64,0";"63,0";"12,6";"12,8";"12,6";"899,7";"899,8";"899,1";"6,8";"5,0";"12,0";"";"0,0"
"04/09/2025";"1000";"19,6";"20,1";"19,5";"63,0";"64,0";"61,0";"12,4";"12,6";"12,3";"900,4";"900,4";"899,7";"5,3";"4,0";"12,0";"14,30";"0,0"
"04/09/2025";"1100";"19,9";"19,9";"19,0";"65,0";"68,0";"63,0";"13,2";"13,3";"12,4";"901,5";"901,5";"900,4";"2,7";"343,0";"11,0";"297,90";"0,0"
"04/09/2025";"1200";"21,1";"21,4";"19,9";"64,0";"66,0";"61,0";"14,0";"14,2";"13,1";"902,0";"902,0";"901,5";"3,6";"348,0";"8,0";"1122,90";"0,0"
"04/09/2025";"1300";"19,3";"21,4";"19,2";"73,0";"74,0";"63,0";"14,2";"14,4";"13,6";"903,7";"903,7";"902,0";"2,3";"269,0";"8,0";"636,80";"0,0"
"04/09/2025";"1400";"21,3";"21,3";"19,3";"68,0";"73,0";"66,0";"15,2";"15,2";"14,0";"903,6";"903,8";"903,6";"1,7";"261,0";"4,8";"1407,50";"0,0"
"04/09/2025";"1500";"20,9";"21,6";"20,9";"67,0";"68,0";"63,0";"14,4";"15,0";"14,0";"903,1";"903,6";"903,0";"2,4";"232,0";"5,4";"1390,10";"0,0"
"04/09/2025";"1600";"20,3";"21,3";"20,2";"75,0";"75,0";"66,0";"15,7";"15,8";"14,4";"903,2";"903,4";"903,1";"1,8";"263,0";"5,3";"925,90";"0,0"
"04/09/2025";"1700";"19,4";"20,6";"19,4";"80,0";"80,0";"74,0";"15,8";"16,2";"15,6";"903,1";"903,2";"903,0";"2,4";"214,0";"5,8";"764,30";"0,0"
"04/09/2025";"1800";"18,3";"19,4";"18,2";"86,0";"86,0";"80,0";"16,0";"16,1";"15,7";"902,7";"903,1";"902,5";"2,8";"187,0";"6,7";"631,10";"0,0"
"04/09/2025";"1900";"17,0";"18,4";"16,9";"89,0";"89,0";"85,0";"15,2";"15,9";"15,0";"902,7";"903,1";"902,6";"2,7";"179,0";"4,9";"254,50";"0,0"
"04/09/2025";"2000";"16,5";"17,0";"16,5";"95,0";"95,0";"89,0";"15,8";"15,8";"15,2";"903,6";"903,7";"902,7";"1,6";"7,0";"4,1";"96,30";"1,0"
"04/09/2025";"2100";"16,2";"16,5";"16,2";"97,0";"97,0";"95,0";"15,7";"15,9";"15,7";"903,6";"904,0";"903,6";"1,9";"323,0";"6,3";"30,30";"2,4"
"04/09/2025";"2200";"16,1";"16,3";"16,1";"94,0";"97,0";"93,0";"15,1";"15,7";"15,1";"903,2";"903,6";"902,6";"1,1";"316,0";"7,0";"";"0,6"
"04/09/2025";"2300";"15,9";"16,2";"15,8";"96,0";"96,0";"93,0";"15,4";"15,4";"15,1";"902,9";"903,8";"902,9";"3,4";"13,0";"5,4";"";"0,0"
"05/09/2025";"0000";"16,2";"16,4";"15,9";"95,0";"96,0";"94,0";"15,4";"15,6";"15,4";"903,4";"903,4";"902,7";"3,2";"351,0";"8,0";"";"0,6"
"05/09/2025";"0100";"16,6";"16,6";"16,2";"93,0";"95,0";"93,0";"15,4";"15,6";"15,4";"904,0";"904,0";"903,1";"2,3";"313,0";"7,0";"";"0,4"
"05/09/2025";"0200";"16,3";"16,6";"16,2";"93,0";"94,0";"92,0";"15,2";"15,4";"15,1";"903,0";"904,0";"902,8";"3,0";"48,0";"6,9";"";"0,0"
"05/09/2025";"0300";"16,0";"16,3";"16,0";"95,0";"95,0";"93,0";"15,1";"15,2";"15,1";"903,1";"903,5";"903,0";"1,5";"42,0";"5,1";"";"1,0"
"05/09/2025";"0400";"15,9";"16,0";"15,7";"96,0";"97,0";"95,0";"15,3";"15,3";"15,1";"903,3";"903,3";"903,1";"0,4";"143,0";"2,1";"";"0,4"
"05/09/2025";"0500";"15,8";"15,9";"15,8";"97,0";"97,0";"96,0";"15,4";"15,4";"15,3";"903,0";"903,4";"903,0";"0,7";"315,0";"2,8";"";"0,0"
"05/09/2025";"0600";"15,7";"15,8";"15,7";"98,0";"98,0";"97,0";"15,4";"15,4";"15,4";"902,2";"903,0";"902,2";"1,0";"322,0";"1,8";"";"0,0"
"05/09/2025";"0700";"15,6";"15,7";"15,6";"98,0";"98,0";"98,0";"15,3";"15,4";"15,3";"901,9";"902,5";"901,8";"1,1";"10,0";"2,0";"";"1,4"
"05/09/2025";"0800";"15,6";"15,7";"15,6";"98,0";"98,0";"98,0";"15,4";"15,4";"15,3";"901,9";"902,1";"901,8";"1,0";"337,0";"2,0";"";"1,0"
"05/09/2025";"0900";"15,5";"15,6";"15,5";"99,0";"99,0";"98,0";"15,3";"15,4";"15,2";"902,3";"902,4";"901,7";"1,3";"318,0";"2,8";"";"0,4"
"05/09/2025";"1000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05/09/2025";"1100";"12,0";"13,2";"11,8";"99,0";"99,0";"98,0";"11,8";"12,9";"11,6";"903,4";"903,6";"902,9";"0,7";"282,0";"4,7";"21,90";"2,0"
"05/09/2025";"1200";"11,0";"12,1";"10,9";"99,0";"99,0";"99,0";"10,8";"11,9";"10,7";"904,6";"904,6";"903,4";"1,6";"274,0";"4,3";"118,30";"1,2"
"05/09/2025";"1300";"10,1";"11,0";"10,1";"99,0";"99,0";"99,0";"9,9";"10,8";"9,9";"905,2";"905,2";"904,5";"1,3";"225,0";"4,4";"125,40";"3,2"
"05/09/2025";"1400";"9,6";"11,0";"9,6";"98,0";"99,0";"98,0";"9,3";"10,8";"9,3";"905,5";"905,7";"904,7";"3,1";"267,0";"7,0";"346,90";"0,8"
"05/09/2025";"1500";"9,7";"10,1";"9,3";"99,0";"99,0";"98,0";"9,5";"9,8";"9,1";"904,9";"905,5";"904,9";"1,9";"199,0";"6,1";"607,40";"0,0"
"05/09/2025";"1600";"10,7";"10,8";"9,7";"99,0";"99,0";"99,0";"10,6";"10,6";"9,5";"904,1";"905,0";"904,1";"2,1";"187,0";"3,5";"628,80";"0,2"
"05/09/2025";"1700";"10,2";"10,7";"10,1";"99,0";"99,0";"99,0";"9,9";"10,5";"9,9";"903,5";"904,1";"903,3";"2,0";"208,0";"4,6";"290,20";"0,0"
"05/09/2025";"1800";"9,6";"10,3";"9,6";"99,0";"99,0";"99,0";"9,4";"10,1";"9,4";"903,4";"903,6";"903,0";"2,2";"210,0";"6,1";"195,10";"0,8"
"05/09/2025";"1900";"8,7";"9,6";"8,5";"99,0";"99,0";"99,0";"8,5";"9,3";"8,4";"903,8";"904,1";"903,3";"2,0";"221,0";"5,8";"68,60";"1,0"
"05/09/2025";"2000";"8,4";"8,7";"8,4";"99,0";"99,0";"99,0";"8,3";"8,5";"8,2";"904,3";"904,4";"903,8";"2,0";"207,0";"6,2";"49,30";"1,4"
"05/09/2025";"2100";"8,3";"8,5";"8,2";"99,0";"99,0";"99,0";"8,1";"8,3";"8,0";"904,8";"904,9";"904,3";"2,5";"189,0";"6,6";"24,70";"1,4"
"05/09/2025";"2200";"8,2";"8,4";"8,1";"99,0";"99,0";"99,0";"8,0";"8,2";"7,9";"905,4";"905,6";"904,8";"1,6";"198,0";"5,3";"1,40";"0,6"
"05/09/2025";"2300";"7,9";"8,2";"7,9";"99,0";"99,0";"99,0";"7,7";"8,0";"7,7";"905,8";"905,8";"905,2";"3,2";"187,0";"5,4";"";"0,4"
"06/09/2025";"0000";"7,8";"7,9";"7,7";"98,0";"99,0";"98,0";"7,6";"7,7";"7,5";"906,3";"906,3";"905,8";"4,0";"182,0";"5,9";"";"0,0"
"06/09/2025";"0100";"7,7";"7,8";"7,7";"99,0";"99,0";"98,0";"7,5";"7,6";"7,4";"906,5";"906,6";"906,2";"2,2";"189,0";"5,7";"";"0,0"
"06/09/2025";"0200";"7,6";"7,8";"7,6";"99,0";"99,0";"99,0";"7,4";"7,6";"7,4";"906,7";"906,7";"906,4";"2,9";"187,0";"5,3";"";"0,0"
"06/09/2025";"0300";"7,3";"7,6";"7,3";"99,0";"99,0";"99,0";"7,2";"7,4";"7,2";"906,6";"906,7";"906,5";"2,6";"182,0";"5,3";"";"0,0"
"06/09/2025";"0400";"7,1";"7,4";"7,0";"99,0";"99,0";"99,0";"6,9";"7,2";"6,8";"906,1";"906,7";"906,1";"2,3";"181,0";"4,7";"";"0,2"
"06/09/2025";"0500";"6,8";"7,1";"6,7";"99,0";"99,0";"99,0";"6,6";"6,9";"6,5";"905,2";"906,1";"905,2";"3,2";"155,0";"5,1";"";"0,0"
"06/09/2025";"0600";"6,7";"6,8";"6,6";"99,0";"99,0";"99,0";"6,6";"6,6";"6,5";"905,1";"905,3";"905,1";"2,3";"163,0";"4,9";"";"0,0"
"06/09/2025";"0700";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06/09/2025";"0800";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06/09/2025";"0900";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06/09/2025";"1000";"6,2";"6,2";"6,1";"99,0";"99,0";"99,0";"6,1";"6,1";"6,0";"906,6";"906,6";"906,1";"2,9";"159,0";"4,9";"19,70";"0,0"
"06/09/2025";"1100";"6,7";"6,9";"6,2";"99,0";"99,0";"99,0";"6,6";"6,8";"6,1";"906,9";"907,0";"906,6";"3,0";"135,0";"4,7";"258,50";"0,0"
"06/09/2025";"1200";"7,7";"7,7";"6,7";"99,0";"99,0";"99,0";"7,6";"7,6";"6,6";"907,4";"907,4";"906,9";"3,1";"110,0";"5,8";"591,10";"0,0"
"06/09/2025";"1300";"8,9";"8,9";"7,4";"99,0";"99,0";"99,0";"8,7";"8,7";"7,3";"907,5";"907,6";"907,2";"3,7";"108,0";"5,9";"998,60";"0,0"
"06/09/2025";"1400";"10,8";"11,0";"8,9";"94,0";"99,0";"94,0";"9,8";"10,4";"8,7";"907,3";"907,5";"907,2";"3,5";"85,0";"6,8";"1236,80";"0,0"
"06/09/2025";"1500";"12,6";"12,9";"10,8";"85,0";"95,0";"84,0";"10,3";"10,8";"9,5";"906,9";"907,3";"906,8";"3,1";"43,0";"6,8";"1329,50";"0,0"
"06/09/2025";"1600";"13,0";"13,3";"12,5";"84,0";"86,0";"82,0";"10,4";"10,9";"9,8";"906,0";"906,9";"906,0";"2,9";"71,0";"6,8";"1246,20";"0,0"
"06/09/2025";"1700";"13,7";"13,9";"13,0";"82,0";"87,0";"81,0";"10,7";"11,4";"10,3";"905,2";"906,0";"905,2";"3,7";"54,0";"6,3";"1079,00";"0,0"
"06/09/2025";"1800";"13,9";"14,3";"13,6";"85,0";"85,0";"81,0";"11,4";"11,6";"10,6";"905,1";"905,2";"904,9";"3,5";"64,0";"6,2";"866,30";"0,0"
"06/09/2025";"1900";"13,4";"13,9";"13,2";"87,0";"88,0";"84,0";"11,4";"11,5";"11,0";"904,9";"905,2";"904,7";"4,2";"80,0";"5,4";"486,80";"0,0"
"06/09/2025";"2000";"12,3";"13,4";"12,3";"90,0";"90,0";"86,0";"10,7";"11,3";"10,7";"905,3";"905,3";"904,8";"5,6";"90,0";"7,7";"388,30";"0,0"
